Brand Name,Model Name,Form Factor,Product Processor Socket Count,Available Expansion Slots,Available DIMM Slots,Maximum Memory Capacity (GB),Maximum Number Blade Slots,Installed Processors for Low-end Performance Configuration,Installed Processors for Typical or Single Configuration,Installed Processors for High-end Performance Configuration,Cores Per Processor Low-end Performance Configuration,Cores Per Processor Typical or Single Configuration,Cores Per Processor High-end Performance Configuration,Number of Threads for Low-end Performance Configuration,Number of Threads for Typical or Single Configuration,Number of Threads for High-end Performance Configuration,Processor Brand Typical or Single Configuration,Processor Speed for Low-end Performance Configuration (GHz),Processor Speed for Typical or Single Configuration (GHz),Processor Speed for High-end Performance Configuration (GHz),Num. of DDR Channels for Low-end Performance Configuration,Num. of DDR Channels for Typical or Single Configuration,Num. of DDR Channels for High-end Performance Configuration,Memory Speed Low-end Performance Configuration (GHz),Memory Speed Typical or Single Configuration (GHz),Memory Speed High-end Performance Configuration (GHz),Installed Num. DIMMs for Low-end Performance Configuration,Installed Num. DIMMs for Typical or Single Configuration,Installed Num. DIMMs for High-end Performance Configuration,Installed Memory for Low-end Performance Configuration (GB),Installed Memory for Typical or Single Configuration (GB),Installed Memory for High-end Performance Configuration (GB),Num. Solid State Drives (SSDs) Low-end Performance Configuration,Num. Solid State Drives (SSDs) Typical or Single Configuration,Num. Solid State Drives (SSDs) High-end Performance Configuration,Number Rotational Drives Low-end Performance Configuration,Number Rotational Drives Typical or Single Configuration,Number Rotational Drives High-end Performance Configuration,Power Supply Rated Output Low-end Performance Configuration (W),Power Supply Rated Output Typical or Single Configuration (W),Power Supply Rated Output High-end Performance Configuration (W),Num. Power Supplies for Low-end Performance Configuration,Num. Power Supplies for Typical or Single Configuration,Num. Power Supplies for High-end Performance Configuration,Number of PSU for Redundancy Low-end Performance Configuration,Number of PSU for Redundancy Typical or Single Configuration,Number of PSU for Redundancy High-end Performance Configuration,SERT Compress Eff. Score for Low-end Performance Configuration,SERT Compress Eff. Score for Typical or Single Configuration,SERT Compress Eff. Score for High-end Performance Configuration,SERT CryptoAES Efficiency Score Low-end Performance Configuration,SERT CryptoAES Efficiency Score Typical or Single Configuration,SERT CryptoAES Efficiency Score High-end Performance Configuration,SERT LU Efficiency Score Low-end Performance Configuration,SERT LU Efficiency Score Typical or Single Configuration,SERT LU Efficiency Score High-end Performance Configuration,SERT SOR Efficiency Score Low-end Performance Configuration,SERT SOR Efficiency Score Typical or Single Configuration,SERT SOR Efficiency Score High-end Performance Configuration,SERT SORT Efficiency Score Low-end Performance Configuration,SERT SORT Efficiency Score Typical or Single Configuration,SERT SORT Efficiency Score High-end Performance Configuration,SERT SHA256 Efficiency Score Low-end Performance Configuration,SERT SHA256 Efficiency Score Typical or Single Configuration,SERT SHA256 Efficiency Score High-end Performance Configuration,SERT Flood Efficiency Score Low-end Performance Configuration,SERT Flood Efficiency Score Typical or Single Configuration,SERT Flood Efficiency Score High-end Performance Configuration,SERT Capacity Efficiency Score Low-end Performance Configuration,SERT Capacity Efficiency Score Typical or Single Configuration,SERT Capacity Efficiency Score High-end Performance Configuration,SERT Sequential Efficiency Score Low-end Performance Configuration,SERT Sequential Efficiency Score Typical or Single Configuration,SERT Sequential Efficiency Score High-end Performance Configuration,SERT Random Efficiency Score Low-end Performance Configuration,SERT Random Efficiency Score Typical or Single Configuration,SERT Random Efficiency Score High-end Performance Configuration,SERT SSJ Efficiency Score Low-end Performance Configuration,SERT SSJ Efficiency Score Typical or Single Configuration,SERT SSJ Efficiency Score High-end Performance Configuration,SERT Idle Measurement (Watts) Low-end Performance Configuration,SERT Active State Efficiency Score Low-end Performance Configuration,SERT Total Server Normalized Performance Score Low-end Performance Configuration,SERT Total Server Power Score  (Watts) Low-end Performance Configuration,SERT Idle Measurement (Watts) Typical or Single Configuration,SERT Active State Efficiency Score Typical or Single Configuration,SERT Total Server Normalized Performance Score Typical or Single Configuration,SERT Total Server Power Score (Watts) Typical or Single Configuration,SERT Idle Measurement (Watts) High-end Performance Configuration,SERT Active State Efficiency Score High-end Performance Configuration,SERT Total Server Normalized Performance Score High-end Performance Configuration,SERT Total Server Power Score (Watts) High-end Performance Configuration,Tested Num. Blade Slots Low-end Performance Configuration,Tested Num. Blade Slots Typical or Single Configuration,Tested Num. Blade Slots High-end Performance Configuration
DELL EMC,E03B,Blade - Half Chassis,4,8,48,768,2,4,4,4,8,12,22,16,24,44,Intel,2.5,2.1,2.2,48,24,24,2.13,2.4,2.4,16,24,24,64,192,768,0,0,0,2,2,2,1600,1600,1600,2,2,2,2,2,2,8.89,10.6,11.38,12.86,15.75,15.32,11.8,14.48,16.67,,11.72,14.38,9.22,11.6,13.38,13.62,16.39,20.52,5.33,3.43,1.36,11.31,14.42,20.01,3.38,3.39,3.04,5.51,5.4,5.04,7.42,7.98,9.7,216.1,12.6,76.29,5152.03,222.9,16.2,125.97,5329.78,241.9,19.9,332.35,7873.88,1,1,1
DELL EMC,HHB,Blade - Half Chassis,2,8,16,1024,16,2,2,2,8,20,24,32,80,96,Intel,1.8,2.1,3,12,12,12,2.67,2.93,2.67,12,12,12,96,192,384,0,0,0,2,2,2,2700,2700,2700,3,3,3,3,3,3,13.23,18.46,16.22,22.09,29.11,22,17.99,26.62,24.51,,15.83,14.75,10.63,16.51,14.17,16.05,24.09,23.7,9.74,5.84,2.71,27.75,35.69,32.46,10.09,8.2,4.66,19.96,15.99,8.94,10.49,13.39,13,505.4,21.5,364.59,12839.24,577.5,28.8,1163.34,25767.4,1120.6,25.4,1889,38698.63,8,8,8
DELL EMC,E79S,Rack-mount,1,2,4,128,,1,1,1,4,6,8,8,12,16,Intel,2.8,2.9,2.8,2,2,2,3.2,3.2,3.2,2,2,2,16,32,64,0,0,0,2,2,2,450,450,450,1,1,1,1,,1,17.42,16.91,18.18,19.94,25.35,23.52,14.94,23.92,25.03,,13.49,14.51,7.5,11.43,12.17,107.68,154.07,164.6,23.77,12.38,7.64,11.73,16.35,16.73,64.88,56.36,47.93,126.06,111.31,93.86,8.61,10.01,10.58,35.3,20.1,22.96,677.92,41.4,25.7,35.34,881.61,47.9,27.2,45.22,1087.56,,,
DELL EMC,E58S,Rack-mount,1,2,4,64,,1,1,1,2,4,8,4,8,16,Intel,3.8,3.6,3.7,2,2,2,2667,2.67,2.67,2,2,4,16,16,64,0,0,0,2,2,2,350,350,350,2,2,2,2,2,2,7.91,11.29,15.87,13.93,17.6,20.96,8.43,15.19,23.26,,9.1,14.03,6.18,9.21,14.3,9.47,13.68,20.47,17,12.88,4.87,15.95,19.69,27.87,40.51,38.75,18.6,64.54,62.53,31.65,5.17,6.78,8.87,41.9,11.9,11.38,625.71,43,15.1,17.49,923.18,43.8,20.7,31.22,1131.09,,,
DELL EMC,E77S,Rack-mount,1,3,4,128,,1,1,1,4,6,8,8,12,16,Intel,2.8,2.9,3.2,2,2,2,3.2,3.2,3.2,2,2,2,16,32,64,0,0,0,2,2,2,600,600,600,2,2,2,2,2,2,12.81,13.58,14.89,14.93,20.03,19.5,13.26,17.78,19.47,,10.71,11.95,5.34,9.23,10.12,76.51,123.33,134.87,17.38,9.95,6.78,10.47,14.66,14.61,41.8,38.66,34.3,79.72,73.87,67.36,6.38,8.37,8.91,59.1,15.2,22.93,914.85,64.2,20.7,35.37,1115.61,69.3,22.6,47.15,1384.46,,,
DELL EMC,E45S,Rack-mount,2,3,16,1024,,2,2,2,4,12,20,16,48,80,Intel,2.6,2.2,2.1,8,8,8,2.67,2.67,2.67,8,8,8,64,128,256,0,0,0,2,2,2,550,550,550,2,2,2,2,2,2,8.42,15.79,17.79,13.65,16.45,22.02,11.26,22.61,25.91,,12.17,15.08,6.41,13.12,15.89,9.9,20.71,25.35,6.65,5.84,3.41,19.17,36.14,39.47,14.76,15.38,13.48,29.46,30.34,26.55,7.76,12.55,15.03,96.3,13.6,31.46,1784.94,94.3,24.2,81.48,2295.19,105.8,28.2,158.06,3243.68,,,
DELL EMC,E46S,Rack-mount,2,3,16,1024,,2,2,2,4,12,20,16,48,80,Intel,2.6,2.2,2.1,8,8,8,2.67,2.67,2.67,8,8,8,64,128,256,0,0,0,2,2,2,495,495,750,2,2,2,2,2,2,8.33,16.4,17.81,13.67,24.18,22.06,11.26,23.49,25.84,,12.16,15.08,6.43,13.1,15.95,9.9,20.68,25.33,6.72,6.1,3.41,19.11,36.03,39.26,14.8,15.61,13.41,29.6,30.41,26.38,7.77,14.2,15,97.3,13.7,31.49,1783.66,93.8,25.7,85.07,2341.1,105.9,28.2,157.63,3244.56,,,
DELL EMC,E39S,Rack-mount,2,2,24,384,,2,2,2,4,20,28,8,40,56,Intel,2.6,2.1,2.7,12,12,12,2.67,2.93,2.93,12,12,12,96,192,384,0,0,0,2,2,2,495,750,1100,2,2,2,2,2,2,7.52,17.93,19.48,11.62,25.92,24.38,10.54,25.05,28.97,,14.39,17.15,6.2,16.2,18.38,9.22,24.4,27.27,7.9,6.11,3.2,17.4,39.83,37.69,4.6,5.86,8.31,11.1,10.82,17.16,6.14,13.82,14.89,95.3,13,32.86,1904.97,110.1,28.2,148.15,3336.93,122.7,30.6,286.23,4728.6,,,
DELL EMC,E45S,Rack-mount,1,2,16,1024,,1,1,1,8,16,32,16,32,64,AMD,2.5,2.4,2.2,8,8,8,2.67,2.67,2.67,8,8,8,64,128,256,0,0,2,2,2,0,550,550,550,2,2,2,2,2,2,5.95,9.93,9.21,10.65,15.12,9.81,6.87,12.52,19.77,,9.39,15.51,5.34,9.86,15.96,8.32,15.41,24.96,9.83,5.61,1.71,12.62,21.84,28.14,9.98,10.1,60.75,27.98,28.14,921.06,5.85,8.97,6.6,142.8,11.3,30.59,2123.62,144.2,17.7,51.03,2184.21,146,21.6,253.45,2408.47,,,
DELL EMC,E69S,Rack-mount,2,3,32,2048,,2,2,2,8,24,40,32,96,160,Intel,2.8,2.1,2.3,0,0,0,3.2,3.2,3.2,16,16,16,128,256,512,0,0,0,2,2,2,800,800,800,2,2,2,2,2,2,13.29,22.18,25.55,19.52,31.51,29.75,19.73,32.03,35.21,,18.47,22.6,9.9,16.29,20.12,122.42,206.12,32.61,8.45,7.59,3.66,13.08,20.96,42.29,16.07,14.2,13.63,20.62,18.35,17.8,11.3,20.56,23.9,136.4,24.2,88.38,2700.65,151.9,39.4,227.71,3951.94,151.3,39.3,448.03,5699.54,,,
DELL EMC,E74S,Rack-mount,2,3,16,1024,,2,2,2,8,28,40,32,112,160,Intel,2.8,2.6,2.3,8,8,8,3.2,3.2,3.2,16,16,16,128,256,512,0,0,0,2,2,2,600,800,1100,2,2,2,2,2,2,13.69,23.03,25.62,21.23,29.85,29.94,20.18,34.66,38.36,,19.3,23.4,10.31,17.6,20.75,127.77,219.21,258.67,8.48,6.33,3.94,4.41,20.65,20.91,11.77,10.05,8.89,19.99,16.78,14.45,10.81,19.04,22.48,125.5,20.9,73.61,2594.58,147.5,38.5,243.06,4251.46,166.7,43,387.6,5429.07,,,
DELL EMC,E45S,Rack-mount,1,3,16,512,,1,1,1,8,32,64,16,64,128,AMD,3.1,2.35,2.6,8,8,8,3.2,3.2,3.2,8,8,8,64,128,512,0,0,0,2,2,2,550,550,550,2,2,2,2,2,2,14.18,29.45,27.89,25.37,39.06,28.14,25.8,52.19,61.4,,34.62,40.68,13.95,30.86,35.85,260.33,581.3,596.4,10.49,8.06,2.82,15.58,24.08,16.46,18.09,19.69,16.23,21.3,35.88,29.32,12.04,27.66,29.08,70.6,28,49.85,1153.19,68.2,52.3,177.96,1836.4,80.6,52.3,335.73,2914.15,,,
DELL EMC,HHB,Blade - Half Chassis,2,4,16,1024,4,2,2,2,8,20,24,32,80,96,Intel,1.8,2.1,3,12,12,12,2.67,2.93,2.67,12,12,12,96,192,384,0,0,0,2,2,2,1600,1600,1600,2,2,2,2,2,2,9.48,15.57,16.38,15.98,24.38,23.74,12.56,22.06,24.65,,12.95,15.19,7.29,13.63,14.1,11.24,21,23.61,7.74,5.33,2.87,21.1,30.38,29.2,5.47,4.94,5.99,10.68,9.62,11.53,7.47,11.85,12.98,258.3,15.3,91.27,4586.98,271.2,24.2,294.61,7831.27,204.2,25.8,388.1,8462.02,2,2,2
DELL EMC,E04B,Blade - Half Chassis,2,3,24,3072,8,2,2,2,8,20,28,32,160,112,Intel,1.7,2.1,2.6,12,12,12,2.67,2.93,2.93,12,12,12,384,768,1536,0,0,0,8,8,8,3000,3000,3000,3,3,3,3,3,3,8.77,12.69,14.21,11.27,20.81,18.75,10.04,19.1,20.49,,10.78,12.1,5.19,11.5,12.8,9.28,17.79,19.38,4.71,2.56,1.24,8.65,15.24,15.11,12.88,12.43,11.44,28.18,26.96,25.21,7.74,11.33,12.28,363.7,14.03,139.67,7277.98,368.6,22.9,553.08,16195.75,394.1,23.5,798.85,18743.3,4,4,4
DELL EMC,E04B,Blade - Half Chassis,2,3,32,3072,8,2,2,2,16,32,40,32,64,80,Intel,2.8,2,2.3,16,16,16,2.67,2.93,2.93,16,16,16,128,256,512,0,0,0,2,2,2,3000,3000,3000,3,3,3,3,3,3,10.01,18.75,16.17,15.65,21.93,12.92,13.26,25.82,29.82,,14.88,17.69,6.99,14.07,16.37,10.69,23.06,27.25,5.82,4.57,1.38,18.78,35.28,33.12,35.1,29.56,27.69,417.85,251.37,218.79,9.43,18,14.41,150.3,18,634.72,14675.36,166.3,31.2,1271.32,23093.25,174.6,27.84,1627.59,25868.58,4,4,4
DELL EMC,E05B,Blade - Half Chassis,4,4,48,1500,4,4,4,4,4,20,28,32,160,224,Intel,3.6,2.1,2.6,24,24,24,2.67,2.67,2.67,24,24,24,192,384,768,0,0,0,2,2,2,3000,3000,3000,3,3,3,3,3,3,4.78,13.61,14.58,8.32,23.27,18.56,7.08,19.32,21.18,,11.61,12.52,3.94,11.73,13.11,6.01,18.58,20.15,4.65,3.92,1.76,11.49,30.75,29.02,5.47,5.22,4.47,16,14.93,13.03,4.62,12.22,12,306.7,9.8,186.57,13138.57,308.6,24.5,716.13,16010.28,377.7,24.1,1030.01,19369.55,2,2,2
DELL EMC,E57S,Rack-mount,1,2,4,64,,1,1,1,2,4,8,4,8,16,Intel,3.8,3.6,3.7,2,2,4,2667,2.67,2.67,2,2,4,16,16,64,0,0,0,2,2,2,450,450,450,1,1,1,1,1,1,9.49,11.74,16.96,16.43,18.82,22.96,10.19,16.07,24.44,,9.92,14.99,7.41,9.25,15.25,11.44,11.45,21.69,19.92,13.99,5.32,17.63,18.73,28.4,23.4,21.8,19.03,42.49,39.89,37.74,6.08,7.25,9.67,32.4,13.6,8.82,520.47,34.1,15,14.87,887.96,36.1,22.2,31.45,1065.51,,,
DELL,E98S,Multi-node,1,1,4,512,,1,1,1,4,12,20,8,24,40,Intel,1.9,2,2,4,4,4,3.2,3.2,3.2,4,4,4,64,128,256,2,2,2,0,0,0,1400,1400,1400,2,2,2,2,2,2,9.53,21.1,24.44,16.08,29.8,29.25,12.97,28.72,36.25,,16.56,21.96,5.85,14.16,18.31,71.92,175.68,230.73,11.08,8.99,5.43,13.52,29.68,32.29,336.46,321.01,290.48,2399.6,2236.05,2029.38,9.25,19.42,22.87,230.3,21.5,972.77,3676.48,243.2,43.9,1109.32,4599.76,263.5,51.6,1274.91,5890.56,,,
DELL,E99S,Multi-node,1,1,4,512,,1,1,1,4,12,20,8,24,40,Intel,1.9,2,2,4,4,4,3.2,3.2,3.2,4,4,4,64,128,256,2,2,2,0,0,0,1400,1400,1400,2,2,2,2,2,2,8.37,19.1,22.55,14.13,27.15,27.24,11.45,26.23,33.5,,14.83,19.98,5.14,12.71,16.76,63.26,158.16,211.65,10.06,8.54,5.22,12.14,28.53,30.96,298.37,287.74,255.22,2197.85,2050.08,1775.86,8.17,17.73,20.96,131.9,19.1,498.12,2071.35,138.2,40.4,564.04,2523.2,153.6,47.9,631.01,3177.4,,,
DELL,E03X_E98S,Multi-node,1,1,4,512,,1,1,1,4,12,20,8,24,40,Intel,1.9,2,2,4,4,4,3.2,3.2,3.2,4,4,4,64,128,256,2,2,2,0,0,0,1400,1400,1400,2,2,2,2,2,2,9.53,21.1,24.44,16.08,29.8,29.25,12.97,28.72,36.25,,16.56,21.96,5.85,14.16,18.31,71.92,175.68,230.73,11.08,8.99,5.43,13.52,29.68,32.29,336.46,321.01,290.48,2399.6,2236.05,2029.38,9.25,19.42,22.87,230.3,21.5,972.77,3676.48,243.2,43.9,1109.32,4599.76,263.5,51.6,1274.91,5890.56,,,
DELL,E03X_E99S,Multi-node,1,1,4,512,,1,1,1,4,12,20,8,24,40,Intel,1.9,2,2,4,4,4,3.2,3.2,3.2,4,4,4,64,128,256,2,2,2,0,0,0,1400,1400,1400,2,2,2,2,2,2,8.37,19.1,22.55,14.13,27.15,27.24,11.45,26.23,33.5,,14.83,19.98,5.14,12.71,16.76,63.26,158.16,211.65,10.06,8.54,5.22,12.14,28.53,30.96,298.37,287.74,255.22,2197.85,2050.08,1775.86,8.17,17.73,20.96,131.9,19.1,498.12,2071.35,138.2,40.4,564.04,2523.2,153.6,47.9,631.01,3177.4,,,
DELL,E04X_E98S,Multi-node,1,3,4,512,,1,1,1,4,12,20,8,24,40,Intel,1.9,2,2,4,4,4,3.2,3.2,3.2,4,4,4,64,128,256,2,2,2,0,0,0,1800,1800,1800,2,2,2,2,2,2,8.27,18.59,22.72,14.02,26.37,27.32,11.34,25.58,33.72,,14.61,19.71,5.08,12.55,16.78,62.2,155.9,210.51,10.04,8.22,5.28,12.2,27.52,31.23,298.12,284.79,254.83,2120.93,1980.1,1755.07,8.01,17.33,21,137.1,18.9,489.19,2095.52,142.4,39.4,555.75,2576.13,154.8,48.1,632.73,3173.27,,,
DELL,E04X_E99S,Multi-node,1,3,4,512,,1,1,1,4,12,20,8,24,40,Intel,1.9,2,2,4,4,4,3.2,3.2,3.2,4,4,4,64,128,256,2,2,2,0,0,0,1800,1800,1800,2,2,2,2,2,2,7.12,16.21,19.55,12.12,22.93,23.71,9.61,21.88,28.4,,12.44,17.19,4.93,10.72,14.52,53.57,132.97,182.1,8.99,7.4,4.61,10.74,24.68,28.36,257.01,241.6,226.95,1923.92,1730.51,1548.6,6.89,14.65,18.09,81.1,16.4,253.74,1207.61,85.2,34.2,284.41,1480.36,93.9,41.9,318.73,1819.43,,,
CISCO,UCSC-C245-M6SX,Rack-mount,2,4,8,8000,,1,1,1,8,32,64,8,32,64,AMD,3.7,2.8,2.45,32,32,32,3.2,3.2,3.2,8,8,8,125,125,250,2,2,2,0,0,0,770,770,770,2,2,2,2,2,2,8.86,21.15,18.19,12.95,21.97,18.27,12.44,33.02,30.04,,23.49,23.33,7.55,21.02,19.53,128.35,364.81,355.64,7.07,5.41,3.52,11.23,18.28,16.67,35.61,35.84,31.12,528.08,530.66,488.95,10.65,21.65,22.75,97.8,21.41,,,117.2,39.28,39.3,117.2,134.5,38.33,,,,,
CISCO,UCSC-C245-M6SX,Rack-mount,2,4,16,8000,,2,2,2,8,32,64,16,64,64,AMD,3.7,2.8,2.45,32,32,32,3.2,3.2,3.2,16,16,16,250,0.2,500,2,2,2,0,0,0,770,770,770,2,2,2,2,2,2,11.5,26.22,28.32,16.1,27.39,26.48,16.22,41.16,52.37,,29.93,40.91,9.52,26.03,33.6,165.97,473.63,622.63,5.71,153.23,2.91,13.16,-193.58,27.53,22.89,19.72,12.67,307.39,356.33,292.3,12.45,26.78,33.13,138.8,26.71,,,136.3,49.01,49,136.3,148.2,59.06,,,,,
CISCO,UCSC-C480-M5,Rack-mount,4,12,48,6000,,2,4,4,10,4,28,40,80,112,Intel,2.4,2.5,2.7,24,24,48,2.66,2.93,2.93,24,24,48,384,768,3072,2,8,2,0,0,0,161,806,1614,4,4,4,4,4,4,10.89,15.27,16.95,16.74,23.02,20.42,15.41,21.94,24.85,,12.56,14.26,8.9,13.76,15.16,13.35,20.34,23.24,3.2,2.25,0.97,23.58,32.3,32.65,20.47,15.51,12.5,194.5,157.22,124.22,10.11,13.17,13.99,238.1,21,18.15,564.9,291.5,29.1,33.58,817.67,22.18,186.19,20.47,194.5,,,
CISCO,UCSX-210c-M6,Blade - Half Chassis,2,2,8,8000,8,1,1,1,4,16,40,4,16,40,Intel,2.8,3.1,2.3,32,32,32,3.2,3.2,3.2,8,8,8,0.1,0.1,0.2,2,2,2,0,0,0,2800,2800,2800,3,3,3,3,3,3,6.49,10.31,16.19,10.55,13.58,15.99,8.75,14.12,23.6,,7.78,13.39,4.46,7.18,11.92,56.37,84.51,149.3,180.48,173.77,120.79,-28.97,-41.01,-129.48,21.48,20.31,18.48,301.56,260.18,195.61,4.97,8.57,12.7,804.1,13.39,,,762.1,18.67,18.7,190.5,781.2,27.37,,,4,4,4
DELL EMC,E68S,Rack-mount,2,3,32,1024,,2,2,2,8,32,64,32,128,256,AMD,3.1,2.35,2.6,16,16,16,3.2,3.2,3.2,16,16,32,128,256,1024,0,0,0,2,2,2,800,800,800,2,2,2,2,2,2,15.15,34.27,27.9,27.62,44,27.37,28.43,65.99,64.85,,41.97,46.41,15.32,36.78,38.76,287.48,687.6,750.42,8.07,6.62,2.19,26.82,58.56,56.27,19.69,13.97,11.78,27.62,16.06,14.65,16.92,36.5,34.82,95.5,35.6,7.29,205,91.4,70.8,22.19,313.44,190,69.6,38.99,560,,,
DELL EMC,E94S,Rack-mount,2,5,24,3072,,,2,,,96,,,192,,AMD,,2.4,,,24,,,4.8,,,24,,,1536,,,0,,,2,,,2400,,,2,,,2,,,36.12,,,33.97,,,56.75,,,40.81,,,35.82,,,628.72,,,2.77,,,81.59,,,8.72,,,11.03,,,41.2,,,,,,238.4,80.8,2649.78,10539.4,,,,,,,
DELL EMC,E49S,Rack-mount,4,4,48,768,,4,4,4,6,20,28,12,40,56,Intel,3.4,2.1,2.7,24,24,12,2.67,2.93,2.93,24,24,12,192,384,768,0,0,0,2,2,2,750,1100,1100,2,2,2,2,2,2,10.74,20.94,16.33,16.34,29.96,15.79,15.97,28.51,30.03,,17.32,17.52,9.5,19.13,18.99,13.52,28.78,28.17,5.37,4.83,1.35,22.79,43.98,40.18,5.61,5.96,1.95,9.53,15.3,4.59,8.73,16.56,12.02,112.8,18.3,137.28,4753.33,123.4,34.4,361.13,5622.39,243.6,26.3,593.46,7788.11,,,
DELL EMC,E54S,Rack-mount,4,4,48,768,,4,4,4,6,20,28,12,40,56,Intel,3.4,2.1,2.7,24,12,12,2.67,2.93,2.93,24,12,12,192,384,768,0,0,0,2,2,2,1100,1100,1100,4,4,4,4,4,4,10.52,20.3,17.47,15.97,22.2,17.16,15.51,29.43,32.96,,17.72,19.62,9.13,19.45,21,13.15,29.43,31.77,5.49,2.9,1.4,23.07,44.22,39.85,3.61,2.93,2.34,8.12,8.74,6.9,8.46,15.55,13.87,132,17.7,136.37,4851.91,124.7,30,342.07,5340.39,154.5,28.7,633.81,7535.46,,,
DELL EMC,E60S,Tower/Pedestal,1,2,4,64,,1,1,1,2,4,8,4,8,16,Intel,3.8,3.6,3.7,2,2,2,2667,2.67,2.67,2,2,4,16,16,64,0,0,0,2,2,2,495,495,495,2,2,2,2,2,2,6.63,10.79,15.4,11.73,16.68,18.46,6.99,14.28,20.6,,8.34,12.58,5.12,8.49,13.39,7.92,13.7,20.92,14.69,11.51,4.17,13.41,17.86,23.11,17.7,17.58,15.85,20.32,20.39,18.15,4.34,6.71,8.97,55,9.6,8.69,750.42,55.5,13.5,14.8,990.19,60.7,18.6,30.33,1244.07,,,
DELL EMC,E78S,Tower/Pedestal,1,4,4,128,,1,1,1,4,6,8,8,12,16,Intel,2.8,2.9,3.2,2,2,2,3.2,3.2,3.2,2,2,2,16,32,64,0,0,0,2,2,2,600,600,600,2,2,2,2,2,2,14.94,16.5,17.55,17.45,22.81,23.11,16.82,22.92,24.65,,12.67,13.99,6.46,11.17,11.56,92.19,145.67,157.23,20.46,12.16,7.64,11.54,16.5,15.53,51.06,47.14,43.45,93.27,88.6,83.03,7.38,9.88,10.27,48.4,17.9,23.06,778.48,52.7,24.6,36.27,964.72,54.7,26.2,47.19,1183.74,,,
DELL EMC,E30S,Tower/Pedestal,2,5,16,1024,,2,2,2,6,10,16,12,40,64,Intel,1.7,2.2,2.1,12,12,12,2.67,2.67,2.67,12,12,12,96,192,384,0,0,0,2,2,2,495,495,495,2,2,2,2,2,2,8.46,15.67,16.64,10.59,25.58,25.28,9.44,20.16,24.26,,11.43,13.48,4.82,12.35,14.32,8.64,19.21,22.58,9.16,7.18,3.91,17.03,32.14,35.94,15.61,15.06,13.51,31.95,30.57,27.84,7.24,13.61,14.36,86,13.5,27.93,1478.49,92.4,26.5,87.87,2168.18,96.3,29.2,150.67,2902.24,,,
DELL EMC,E76S,Tower/Pedestal,2,6,16,1024,,2,2,2,8,18,36,32,72,144,Intel,2.8,3,2.1,8,8,8,3.2,3.2,3.2,16,16,16,128,256,512,0,0,0,2,2,2,600,800,1400,2,2,2,2,2,2,13.87,19.22,24.32,21.86,26.54,31.05,21.55,25.03,36.65,,17.58,20.95,10.49,14.05,18.92,129.12,184.6,236.66,8.62,5.45,4.62,13.85,17.04,23.14,11.81,9,7.94,19.27,14.64,12.8,11.05,15.65,20.54,122.2,25.1,87.17,2565.21,168.2,32.1,204.5,4296.08,182.2,42.7,319.34,4607.41,,,
DELL EMC,E47S,Tower/Pedestal,2,9,12,384,,2,2,2,4,20,28,8,40,56,Intel,2.6,2.1,2.7,12,12,12,2.67,2.93,2.93,12,12,12,96,192,384,0,0,0,2,2,2,495,750,1100,2,2,2,2,2,2,8.13,19.12,20.98,12.36,26.49,25.14,11.15,25.5,29.17,,15.51,18.09,6.64,17.19,19.58,9.99,25.96,25.47,8.36,6.48,3.45,19.28,41.79,42.11,4.13,6.8,6.18,11.92,16.24,17.5,6.61,15.07,15.85,141,13.9,33.72,1878.58,210.4,30.1,150.45,3379.57,193.3,32.3,289.38,4585.77,,,
DELL EMC,B23S,Rack-mount,2,4,16,1792,,2,2,2,6,16,24,12,64,96,Intel,1.9,2.1,2.3,12,12,12,2.67,2.93,2.93,12,12,12,96,192,384,2,2,2,0,0,0,2000,2000,2000,2,2,2,2,2,2,7.77,15.77,15.37,9.5,24.31,22.13,9.11,22.26,21.56,,12,13.23,4.48,12.86,13.53,7.93,20.09,20.79,8.14,5.55,2.96,15.94,31.97,27.53,214.3,171.58,151.95,1204.96,936.3,844.3,6.6,13.57,13.55,97.5,14.5,218.27,1813.31,121.9,30,304.97,3254.48,144.5,29.6,422.9,5037.46,,,
DELL EMC,E03X_E99S,Multi-node,1,1,4,512,,1,1,1,4,12,20,8,24,40,Intel,1.9,2,2,4,4,4,3.2,3.2,3.2,4,4,4,64,128,256,2,2,2,0,0,0,1400,1400,1400,2,2,2,2,2,2,8.37,19.1,22.55,14.13,27.15,27.24,11.45,26.23,33.5,,14.83,19.98,5.14,12.71,16.76,63.26,158.16,211.65,10.06,8.54,5.22,12.14,28.53,30.96,298.37,287.74,255.22,2197.85,2050.08,1775.86,8.17,17.73,20.96,131.9,19.1,498.12,2071.35,138.2,40.4,564.04,2523.2,153.6,47.9,631.01,3177.4,,,
DELL EMC,E04X_E98S,Multi-node,1,3,4,512,,1,1,1,4,12,20,8,24,40,Intel,1.9,2,2,4,4,4,3.2,3.2,3.2,4,4,4,64,128,256,2,2,2,0,0,0,1800,1800,1800,2,2,2,2,2,2,8.27,18.59,22.72,14.02,26.37,27.32,11.34,25.58,33.72,,14.61,19.71,5.08,12.55,16.78,62.2,155.9,210.51,10.04,8.22,5.28,12.2,27.52,31.23,298.12,284.79,254.83,2120.93,1980.1,1755.07,8.01,17.33,21,137.1,18.9,489.19,2095.52,142.4,39.4,555.75,2576.13,154.8,48.1,632.73,3173.27,,,
